Identifiant;Chaine;startDate;DureeSecondes;TitreSujet;TitreEmission;TitreCollection;TitreTrancheHoraire;Chapeau;Descripteurs;Generique
"5662144_001_003";"France Info";"2013-06-08T16:43:05+01:00";"191";"La fève légume de saison est méconnu. A toutes saveurs par Laurent Mariotte ";"Tranche 16h40/17h00 : émission du 08 juin 2013";"";"Tranche 16h40/17h00";"";"";""
"5662144_001_004";"France Info";"2013-06-08T16:46:16+01:00";"41";"Evenement d'antenne";"Tranche 16h40/17h00 : émission du 08 juin 2013";"";"Tranche 16h40/17h00";"";"";""
"5662144_001_005";"France Info";"2013-06-08T16:46:57+01:00";"74";"Titres";"Tranche 16h40/17h00 : émission du 08 juin 2013";"";"Tranche 16h40/17h00";"";"";""
"5662144_001_006";"France Info";"2013-06-08T16:48:11+01:00";"400";"A livre ouvert par Valérie Expert : Des polars pour notre été";"Tranche 16h40/17h00 : émission du 08 juin 2013";"";"Tranche 16h40/17h00";"";"";""
"5662144_001_007";"France Info";"2013-06-08T16:54:51+01:00";"149";"C'est en France c'est en Europe : un mandat va être donné à la commission";"Tranche 16h40/17h00 : émission du 08 juin 2013";"";"Tranche 16h40/17h00";"";"";""
"5662144_001_008";"France Info";"2013-06-08T16:57:20+01:00";"128";"Tennis : Roland-Garros :  finale dames : Serena Williams affronte Sharapova";"Tranche 16h40/17h00 : émission du 08 juin 2013";"";"Tranche 16h40/17h00";"";"";""
"5662144_001_009";"France Info";"2013-06-08T16:59:28+01:00";"56";"Evenement d'antenne";"Tranche 16h40/17h00 : émission du 08 juin 2013";"";"Tranche 16h40/17h00";"";"";""
"5662146_001_001";"France Info";"2013-06-08T17:08:17+01:00";"181";"""Samedi Sports"". Tennis. Résultats des internationaux de Roland Garros 17";"Tranche 17h10/17h30 : émission du 08 juin 2013";"";"Tranche 17h10/17h30";"";"";""
"5662146_001_002";"France Info";"2013-06-08T17:11:18+01:00";"158";"Les organisations des droits de l'Homme dénoncent les crimes et exactions";"Tranche 17h10/17h30 : émission du 08 juin 2013";"";"Tranche 17h10/17h30";"";"";""
"5662146_001_003";"France Info";"2013-06-08T17:13:56+01:00";"152";"""Les uns pour les autres"" - Nicolas Stoufflet";"Tranche 17h10/17h30 : émission du 08 juin 2013";"";"Tranche 17h10/17h30";"";"";""
"5662146_001_004";"France Info";"2013-06-08T17:16:28+01:00";"75";"Titres";"Tranche 17h10/17h30 : émission du 08 juin 2013";"";"Tranche 17h10/17h30";"";"";""
"5662146_001_005";"France Info";"2013-06-08T17:17:43+01:00";"135";"Afrique du Sud. Nelson Mandela, 94 ans, a de nouveau été hospitalisé la nuit";"Tranche 17h10/17h30 : émission du 08 juin 2013";"";"Tranche 17h10/17h30";"";"";""
"5662146_001_006";"France Info";"2013-06-08T17:19:58+01:00";"122";"""Photos, photographes"" - Pascal Delannoy";"Tranche 17h10/17h30 : émission du 08 juin 2013";"";"Tranche 17h10/17h30";"";"";""
"5662146_001_007";"France Info";"2013-06-08T17:22:00+01:00";"163";"""Kiosque d'info"" - Jean-Christophe Bourdillat";"Tranche 17h10/17h30 : émission du 08 juin 2013";"";"Tranche 17h10/17h30";"";"";""
"5662146_001_008";"France Info";"2013-06-08T17:24:43+01:00";"153";"""Savoir-être"" - Bruno Denaes, avec la psychanalyste Claude Halmos";"Tranche 17h10/17h30 : émission du 08 juin 2013";"";"Tranche 17h10/17h30";"";"";""
"5662146_001_009";"France Info";"2013-06-08T17:27:16+01:00";"78";"""L'actualité en direct des régions"" - Besançon - Christelle Caillaud";"Tranche 17h10/17h30 : émission du 08 juin 2013";"";"Tranche 17h10/17h30";"";"";""
"5662146_001_010";"France Info";"2013-06-08T17:28:34+01:00";"61";"""L'actualité en direct des régions"" - Cherbourg - Katia Lautrou";"Tranche 17h10/17h30 : émission du 08 juin 2013";"";"Tranche 17h10/17h30";"";"";""
"5662146_001_011";"France Info";"2013-06-08T17:29:35+01:00";"36";"Evènement d'antenne";"Tranche 17h10/17h30 : émission du 08 juin 2013";"";"Tranche 17h10/17h30";"";"";""
"5662148_001_001";"France Info";"2013-06-08T17:37:47+01:00";"134";"""Samedi Sports"". Rugby. Résultats de Nouvelle-Zélande - France disputé ce matin";"Tranche 17h40/18h00 : émission du 08 juin 2013";"";"Tranche 17h40/18h00";"";"";""
"5662148_001_002";"France Info";"2013-06-08T17:40:01+01:00";"141";"Euro Media Group va vendre les studios de la SFP de Brie-sur-Marne";"Tranche 17h40/18h00 : émission du 08 juin 2013";"";"Tranche 17h40/18h00";"";"";""
"5662148_001_003";"France Info";"2013-06-08T17:42:22+01:00";"162";"""Du côté des étoiles"" - Marie-Odile Monchicourt, avec Serge Brunier";"Tranche 17h40/18h00 : émission du 08 juin 2013";"";"Tranche 17h40/18h00";"";"";""
"5662148_001_004";"France Info";"2013-06-08T17:45:04+01:00";"74";"Evènement d'antenne";"Tranche 17h40/18h00 : émission du 08 juin 2013";"";"Tranche 17h40/18h00";"";"";""
"5662148_001_005";"France Info";"2013-06-08T17:46:18+01:00";"75";"Titres";"Tranche 17h40/18h00 : émission du 08 juin 2013";"";"Tranche 17h40/18h00";"";"";""
"5662148_001_006";"France Info";"2013-06-08T17:47:33+01:00";"145";"Afrique du Sud. Nelson Mandela, 94 ans, a de nouveau été hospitalisé la nuit";"Tranche 17h40/18h00 : émission du 08 juin 2013";"";"Tranche 17h40/18h00";"";"";""
"5662148_001_007";"France Info";"2013-06-08T17:49:58+01:00";"244";"""Sans préjugé"" - Sandrine Chesnel. Interview de Jean-François Amadieu";"Tranche 17h40/18h00 : émission du 08 juin 2013";"";"Tranche 17h40/18h00";"";"";""
"5662148_001_008";"France Info";"2013-06-08T17:54:02+01:00";"158";"""Montagne"" - Marie Ameline. Zoom sur ""L'Atlas scientifique du Mont-Blanc""";"Tranche 17h40/18h00 : émission du 08 juin 2013";"";"Tranche 17h40/18h00";"";"";""
"5662148_001_009";"France Info";"2013-06-08T17:56:40+01:00";"82";"""L'actualité en direct des régions"" - Le Mans - Yann Lastennet";"Tranche 17h40/18h00 : émission du 08 juin 2013";"";"Tranche 17h40/18h00";"";"";""
"5662148_001_010";"France Info";"2013-06-08T17:58:02+01:00";"60";"""L'actualité en direct des régions"" - Nîmes - Sandrine Morin";"Tranche 17h40/18h00 : émission du 08 juin 2013";"";"Tranche 17h40/18h00";"";"";""
"5662148_001_011";"France Info";"2013-06-08T17:59:02+01:00";"49";"Evènement d'antenne";"Tranche 17h40/18h00 : émission du 08 juin 2013";"";"Tranche 17h40/18h00";"";"";""
"5662149_001_001";"France Info";"2013-06-08T17:59:58+01:00";"133";"Jean-Marc Ayrault demande à Manuel Valls";"Journal 18h00 : émission du 08 juin 2013";"Journal 18h00";"";"";"";""
"5662149_001_002";"France Info";"2013-06-08T18:02:11+01:00";"24";"Les violences conjugales ont augmenté de 16% en France";"Journal 18h00 : émission du 08 juin 2013";"Journal 18h00";"";"";"";""
"5662149_001_003";"France Info";"2013-06-08T18:02:35+01:00";"19";"Manuel Valls met en garde les maires qui refuseraient de marier des homosexuels";"Journal 18h00 : émission du 08 juin 2013";"Journal 18h00";"";"";"";""
"5662149_001_004";"France Info";"2013-06-08T18:02:54+01:00";"84";"Michelin pourrait supprimer 700 emplois à Joué-lès-Tours";"Journal 18h00 : émission du 08 juin 2013";"Journal 18h00";"";"";"";""
"5662149_001_005";"France Info";"2013-06-08T18:04:18+01:00";"16";"Météo France émet une alerte aux pluies, aux crues et aux orages";"Journal 18h00 : émission du 08 juin 2013";"Journal 18h00";"";"";"";""
"5662149_001_006";"France Info";"2013-06-08T18:04:34+01:00";"90";"L'état de santé de Nelson Mandela se détériore en Afrique du Sud";"Journal 18h00 : émission du 08 juin 2013";"Journal 18h00";"";"";"";""
"5662149_001_007";"France Info";"2013-06-08T18:06:04+01:00";"96";"Les manifestations de contestation se poursuivent depuis 9 jours en Turquie";"Journal 18h00 : émission du 08 juin 2013";"Journal 18h00";"";"";"";""
"5662149_001_008";"France Info";"2013-06-08T18:07:40+01:00";"21";"Les négociations sur le Mali ont démarré ce jour au Burkina Faso entre le";"Journal 18h00 : émission du 08 juin 2013";"Journal 18h00";"";"";"";""
"5662149_001_009";"France Info";"2013-06-08T18:08:01+01:00";"43";"Roland Garros, Finale dames : Serena Williams a battu Maria Sharapova";"Journal 18h00 : émission du 08 juin 2013";"Journal 18h00";"";"";"";""
"5662149_001_010";"France Info";"2013-06-08T18:08:44+01:00";"11";"Samuel Sanchez remporte l'avant dernière étape du Critérium du Dauphiné";"Journal 18h00 : émission du 08 juin 2013";"Journal 18h00";"";"";"";""
"5662150_001_001";"France Info";"2013-06-08T18:10:24+01:00";"167";"Roland Garros, Finale dames : La paire messieurs Llodra-Mahut est opposée aux";"Tranche 18h10/18h30 : émission du 08 juin 2013";"";"Tranche 18h10/18h30";"";"";""
"5662150_001_002";"France Info";"2013-06-08T18:13:11+01:00";"150";"Toulouse, festival ""Passe ton Bach d'abord"" qui propose découvrir la musique de";"Tranche 18h10/18h30 : émission du 08 juin 2013";"";"Tranche 18h10/18h30";"";"";""
"5662150_001_003";"France Info";"2013-06-08T18:15:41+01:00";"108";"Titres";"Tranche 18h10/18h30 : émission du 08 juin 2013";"";"Tranche 18h10/18h30";"";"";""
"5662150_001_004";"France Info";"2013-06-08T18:17:29+01:00";"162";"L'état de santé de Nelson Mandela se détériore en Afrique du Sud";"Tranche 18h10/18h30 : émission du 08 juin 2013";"";"Tranche 18h10/18h30";"";"";""
"5662150_001_005";"France Info";"2013-06-08T18:20:11+01:00";"157";"Le livre du jour : 18:20:38 Interview José Frèche";"Tranche 18h10/18h30 : émission du 08 juin 2013";"";"Tranche 18h10/18h30";"";"";""
"5662150_001_006";"France Info";"2013-06-08T18:22:48+01:00";"159";"Les français du monde, Emmanuel Langlois ";"Tranche 18h10/18h30 : émission du 08 juin 2013";"";"Tranche 18h10/18h30";"";"";""
"5662150_001_007";"France Info";"2013-06-08T18:25:27+01:00";"154";"Les Savanturiers, Régis Picard : 18:27:13 Interview de Pierre Ballester raconte";"Tranche 18h10/18h30 : émission du 08 juin 2013";"";"Tranche 18h10/18h30";"";"";""
"5662150_001_008";"France Info";"2013-06-08T18:28:01+01:00";"72";"En direct des régions : Paul, 10 ans a réalisé la traversée entre Concarneau et";"Tranche 18h10/18h30 : émission du 08 juin 2013";"";"Tranche 18h10/18h30";"";"";""
"5662150_001_009";"France Info";"2013-06-08T18:29:13+01:00";"30";"En direct des régions : Le comité départemental des retraités et des personnes";"Tranche 18h10/18h30 : émission du 08 juin 2013";"";"Tranche 18h10/18h30";"";"";""
"5662151_001_001";"France Info";"2013-06-08T18:30:21+01:00";"114";"Après la mort du militant Clément Méric agressé par un groupuscule d'extrême";"Journal 18h30 : émission du 08 juin 2013";"Journal 18h30";"";"";"";""
"5662151_001_002";"France Info";"2013-06-08T18:32:15+01:00";"14";"Une enquête a été ouverte après la découverte de tags dans la cathédrale de";"Journal 18h30 : émission du 08 juin 2013";"Journal 18h30";"";"";"";""
"5662151_001_003";"France Info";"2013-06-08T18:32:29+01:00";"19";"Météo France émet une alerte aux pluies, aux crues et aux orages pour 7";"Journal 18h30 : émission du 08 juin 2013";"Journal 18h30";"";"";"";""
"5662151_001_004";"France Info";"2013-06-08T18:32:48+01:00";"72";"L'état de santé de Nelson Mandela se détériore en Afrique du Sud";"Journal 18h30 : émission du 08 juin 2013";"Journal 18h30";"";"";"";""
"5662151_001_005";"France Info";"2013-06-08T18:34:00+01:00";"14";"En Syrie, le régime dit avoir repris le fief rebelle de Kousser";"Journal 18h30 : émission du 08 juin 2013";"Journal 18h30";"";"";"";""
"5662151_001_006";"France Info";"2013-06-08T18:34:14+01:00";"27";"Les manifestations de contestation se poursuivent depuis 9 jours en Turquie";"Journal 18h30 : émission du 08 juin 2013";"Journal 18h30";"";"";"";""
"5662151_001_007";"France Info";"2013-06-08T18:34:41+01:00";"72";"Michelin pourrait supprimer 700 emplois à Joué-lès-Tours";"Journal 18h30 : émission du 08 juin 2013";"Journal 18h30";"";"";"";""
"5662151_001_008";"France Info";"2013-06-08T18:35:53+01:00";"26";"Les ministres de l'intérieur et de l'agriculture étaient dans l'ancien fief de";"Journal 18h30 : émission du 08 juin 2013";"Journal 18h30";"";"";"";""
"5662151_001_009";"France Info";"2013-06-08T18:36:19+01:00";"83";"Le maire socialiste d'Amiens ne briguera pas un second mandat";"Journal 18h30 : émission du 08 juin 2013";"Journal 18h30";"";"";"";""
"5662151_001_010";"France Info";"2013-06-08T18:37:42+01:00";"13";"L'adjoint au maire de Bertrand Delanoë, Christophe Najdovski est le candidat";"Journal 18h30 : émission du 08 juin 2013";"Journal 18h30";"";"";"";""
"5662151_001_011";"France Info";"2013-06-08T18:37:55+01:00";"105";"Roland Garros, Finale dames : Serena Williams a battu Maria Sharapova";"Journal 18h30 : émission du 08 juin 2013";"Journal 18h30";"";"";"";""
"5662151_001_012";"France Info";"2013-06-08T18:39:40+01:00";"9";"Rugby : les bleus sont battus par la Nouvelle Zélande";"Journal 18h30 : émission du 08 juin 2013";"Journal 18h30";"";"";"";""
"5662151_001_013";"France Info";"2013-06-08T18:39:49+01:00";"22";"Samuel Sanchez remporte l'avant dernière étape du Critérium du Dauphiné";"Journal 18h30 : émission du 08 juin 2013";"Journal 18h30";"";"";"";""
"5662152_001_001";"France Info";"2013-06-08T18:40:18+01:00";"78";"Météo : Météo France émet une alerte aux pluies, aux crues et aux orages";"Tranche 18h40/19h00 : émission du 08 juin 2013";"";"Tranche 18h40/19h00";"";"";""
"5662152_001_002";"France Info";"2013-06-08T18:41:36+01:00";"129";"Rugby : les bleus sont battus par la Nouvelle Zélande";"Tranche 18h40/19h00 : émission du 08 juin 2013";"";"Tranche 18h40/19h00";"";"";""
"5662152_001_003";"France Info";"2013-06-08T18:43:45+01:00";"164";"Circulez, il y a le monde à voir, Gérard Felzer ";"Tranche 18h40/19h00 : émission du 08 juin 2013";"";"Tranche 18h40/19h00";"";"";""
"5662152_001_004";"France Info";"2013-06-08T18:46:29+01:00";"77";"Titres";"Tranche 18h40/19h00 : émission du 08 juin 2013";"";"Tranche 18h40/19h00";"";"";""
"5662152_001_005";"France Info";"2013-06-08T18:47:46+01:00";"207";"Jean-Marc Ayrault lance une procédure de dissolution des Jeunesses";"Tranche 18h40/19h00 : émission du 08 juin 2013";"";"Tranche 18h40/19h00";"";"";""
"5662152_001_006";"France Info";"2013-06-08T18:51:13+01:00";"130";"Tendance classique, Gérard Courchelle : Le MET de New York s'associe à Pathé";"Tranche 18h40/19h00 : émission du 08 juin 2013";"";"Tranche 18h40/19h00";"";"";""
"5662152_001_007";"France Info";"2013-06-08T18:53:23+01:00";"144";"C'est en France, c'est en Europe, Marie-Christine Vallet ";"Tranche 18h40/19h00 : émission du 08 juin 2013";"";"Tranche 18h40/19h00";"";"";""
"5662152_001_008";"France Info";"2013-06-08T18:55:47+01:00";"186";"A Toute Saveur, Laurent Mariotte : Un restaurant solidaire propose des contrats";"Tranche 18h40/19h00 : émission du 08 juin 2013";"";"Tranche 18h40/19h00";"";"";""
"5662152_001_009";"France Info";"2013-06-08T18:58:53+01:00";"80";"En direct des régions : un employé du groupe Lançon découvre un trésor";"Tranche 18h40/19h00 : émission du 08 juin 2013";"";"Tranche 18h40/19h00";"";"";""
"5662153_001_001";"France Info";"2013-06-08T19:00:17+01:00";"20";"Météo - les départements placés en vigilance orange";"Journal 19h00 : émission du 08 juin 2013";"Journal 19h00";"";"";"";""
"5662153_001_002";"France Info";"2013-06-08T19:00:37+01:00";"58";"Michelin va supprimer 700 emplois dans l'Indre et Loire soit trois emplois sur";"Journal 19h00 : émission du 08 juin 2013";"Journal 19h00";"";"";"";""
"5662153_001_003";"France Info";"2013-06-08T19:01:35+01:00";"68";"Mort de Clément Méric à Paris ; jeune militant d'extrême gauche mort lors d'";"Journal 19h00 : émission du 08 juin 2013";"Journal 19h00";"";"";"";""
"5662153_001_004";"France Info";"2013-06-08T19:02:43+01:00";"94";"Un maire dans les Pyrénées refuse de marier deux hommes -  19";"Journal 19h00 : émission du 08 juin 2013";"Journal 19h00";"";"";"";""
"5662153_001_005";"France Info";"2013-06-08T19:04:17+01:00";"15";"Nantes - la Cathédrale vandalisée";"Journal 19h00 : émission du 08 juin 2013";"Journal 19h00";"";"";"";""
"5662153_001_006";"France Info";"2013-06-08T19:04:32+01:00";"20";"France - les décès dues à des violences au sein des couples en hausse selon une";"Journal 19h00 : émission du 08 juin 2013";"Journal 19h00";"";"";"";""
"5662153_001_007";"France Info";"2013-06-08T19:04:52+01:00";"51";"Turquie  - la contestation continue à Istanbul";"Journal 19h00 : émission du 08 juin 2013";"Journal 19h00";"";"";"";""
"5662153_001_008";"France Info";"2013-06-08T19:05:43+01:00";"31";"Syrie - état des conflits à Qousseir";"Journal 19h00 : émission du 08 juin 2013";"Journal 19h00";"";"";"";""
"5662153_001_009";"France Info";"2013-06-08T19:06:14+01:00";"70";"Nelson Mandela hospitalisé en Afrique du Sud  19";"Journal 19h00 : émission du 08 juin 2013";"Journal 19h00";"";"";"";""
"5662153_001_010";"France Info";"2013-06-08T19:07:24+01:00";"93";"Rolland Garros  -  19:07:35 Commentaire de Fabrice Abgrall ";"Journal 19h00 : émission du 08 juin 2013";"Journal 19h00";"";"";"";""
"5662153_001_011";"France Info";"2013-06-08T19:08:57+01:00";"72";"Critérium Cycliste du Dauphiné  - résultats  19";"Journal 19h00 : émission du 08 juin 2013";"Journal 19h00";"";"";"";""
"5662153_001_012";"France Info";"2013-06-08T19:10:09+01:00";"16";"Formule  1 - essais du Grand Prix du canada";"Journal 19h00 : émission du 08 juin 2013";"Journal 19h00";"";"";"";""
"5662154_001_001";"France Info";"2013-06-08T19:30:18+01:00";"118";"Hommage à Clément Méric à Paris ; jeune militant d'extrême gauche mort lors";"Journal 19h30 : émission du 08 juin 2013";"Journal 19h30";"";"";"";""
"5662154_001_002";"France Info";"2013-06-08T19:32:16+01:00";"22";"France - les décès dues à des violences au sein des couples en hausse selon une";"Journal 19h30 : émission du 08 juin 2013";"Journal 19h30";"";"";"";""
"5662154_001_003";"France Info";"2013-06-08T19:32:38+01:00";"88";"Michelin va supprimer 700 emplois dans l'Indre et Loire soit trois emplois sur";"Journal 19h30 : émission du 08 juin 2013";"Journal 19h30";"";"";"";""
"5662154_001_004";"France Info";"2013-06-08T19:34:06+01:00";"11";"EELV - L'adjoint au Maire de Paris EELV en charge de l'enfance sera candidat";"Journal 19h30 : émission du 08 juin 2013";"Journal 19h30";"";"";"";""
"5662154_001_005";"France Info";"2013-06-08T19:34:17+01:00";"16";"Nantes - la Cathédrale vandalisée";"Journal 19h30 : émission du 08 juin 2013";"Journal 19h30";"";"";"";""
"5662154_001_006";"France Info";"2013-06-08T19:34:33+01:00";"20";"Météo - les départements placés en vigilance orange";"Journal 19h30 : émission du 08 juin 2013";"Journal 19h30";"";"";"";""
"5662154_001_007";"France Info";"2013-06-08T19:34:53+01:00";"25";"Crue du Danube - l'Est de l'Europe est très touché ";"Journal 19h30 : émission du 08 juin 2013";"Journal 19h30";"";"";"";""
