Identifiant;Chaine;startDate;DureeSecondes;TitreSujet;TitreEmission;TitreCollection;TitreTrancheHoraire;Chapeau;Descripteurs;Generique
"5031375_001_002";"France 2";"2013-06-11T06:32:46+01:00";"56";"DUPLEX AEROPORT ROISSY/EMILIE TRAN NGUYEN/gréve controleurs aériens";"6h30 le journal : [émission du 11 juin 2013]";"6h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)|Tran Nguyen, Emilie (Journaliste)"
"5031375_001_003";"France 2";"2013-06-11T06:33:42+01:00";"31";"-----illustr roissy ce matin";"6h30 le journal : [émission du 11 juin 2013]";"6h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)"
"5031375_001_004";"France 2";"2013-06-11T06:34:13+01:00";"21";"Brève : NEW OFF/GREVE SNCF de mercredi 19h à vendredi 8h";"6h30 le journal : [émission du 11 juin 2013]";"6h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)"
"5031375_001_005";"France 2";"2013-06-11T06:34:52+01:00";"49";"TEVA/RAPPEL BOITES FUROSEMIDE RAPPELéES";"6h30 le journal : [émission du 11 juin 2013]";"6h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)|Bechir, Sophie (Journaliste)"
"5031375_001_006";"France 2";"2013-06-11T06:35:41+01:00";"17";"Brève : SANTé MANDELA/4 eme NUIT D'HOPITAL";"6h30 le journal : [émission du 11 juin 2013]";"6h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)"
"5031375_001_007";"France 2";"2013-06-11T06:35:58+01:00";"20";"Brève : INONDATIONS ALLEMAGNE";"6h30 le journal : [émission du 11 juin 2013]";"6h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)"
"5031375_001_008";"France 2";"2013-06-11T06:36:18+01:00";"27";"Brève : SPECIALE HOMMAGE A MAUROY à 9H30";"6h30 le journal : [émission du 11 juin 2013]";"6h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)"
"5031374_001_003";"France 2";"2013-06-11T06:36:27+01:00";"48";"[Plateau : 2ème partie]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031375_001_009";"France 2";"2013-06-11T06:36:45+01:00";"1";" Fin";"6h30 le journal : [émission du 11 juin 2013]";"6h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)"
"5031374_001_004";"France 2";"2013-06-11T06:37:15+01:00";"308";"Mode";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_005";"France 2";"2013-06-11T06:42:23+01:00";"21";"[Plateau : 3ème partie]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_006";"France 2";"2013-06-11T06:42:44+01:00";"343";"Votre sante";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_007";"France 2";"2013-06-11T06:48:27+01:00";"4";"[Plateau : 4ème partie]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_008";"France 2";"2013-06-11T06:48:31+01:00";"325";"Automobile";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_009";"France 2";"2013-06-11T06:53:56+01:00";"23";"[Plateau : 5ème partie]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_056";"France 2";"2013-06-11T06:54:19+01:00";"126";"[Interprogrammes F2 de 6 heures : programme du 11 juin 2013]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031376_001_001";"France 2";"2013-06-11T06:54:19+01:00";"9";"Bande annonce programme : BIENTOT SUR FRANCE 2";"[Interprogrammes F2 de 6 heures : programme du 11 juin 2013]";"";"[Interprogrammes F2 de 6 heures]";"";"";""
"5031376_001_002";"France 2";"2013-06-11T06:54:28+01:00";"11";"Bande annonce émission : TIRAGE DE L EURO MILLIONS";"[Interprogrammes F2 de 6 heures : programme du 11 juin 2013]";"";"[Interprogrammes F2 de 6 heures]";"";"";""
"5031376_001_003";"France 2";"2013-06-11T06:54:39+01:00";"61";"Pub 2 07h04";"[Interprogrammes F2 de 6 heures : programme du 11 juin 2013]";"";"[Interprogrammes F2 de 6 heures]";"";"";""
"5031376_001_004";"France 2";"2013-06-11T06:55:40+01:00";"45";"Bande annonce émission : CASH INVESTIGATION";"[Interprogrammes F2 de 6 heures : programme du 11 juin 2013]";"";"[Interprogrammes F2 de 6 heures]";"";"";""
"5031374_001_010";"France 2";"2013-06-11T06:56:25+01:00";"147";"Point route : [émission du 11 juin 2013]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_011";"France 2";"2013-06-11T06:58:52+01:00";"2";"[Plateau : 6ème partie]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_012";"France 2";"2013-06-11T06:58:54+01:00";"89";"Météo 2 : [émission du 11 juin 2013]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_013";"France 2";"2013-06-11T07:00:23+01:00";"583";"7h00 le journal : [émission du 11 juin 2013]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031379_001_001";"France 2";"2013-06-11T07:00:30+01:00";"18";"Plateau lancement : CARBURANTS/PLAN HAUSSE DES TAXES";"7h00 le journal : [émission du 11 juin 2013]";"7h00 le journal";"Télématin";"";"";""
"5031379_001_002";"France 2";"2013-06-11T07:00:48+01:00";"60";"CARBURANTS/PLAN HAUSSE DES TAXES";"7h00 le journal : [émission du 11 juin 2013]";"7h00 le journal";"Télématin";"";"";"Rincquesen, Nathanaël de (Présentateur)|Bellili, Lila (Journaliste)"
"5031379_001_003";"France 2";"2013-06-11T07:01:48+01:00";"24";"Brève : MORTALITé ROUTES EN BAISSE - 29,5% (voir dls du 20h)";"7h00 le journal : [émission du 11 juin 2013]";"7h00 le journal";"Télématin";"";"";"Rincquesen, Nathanaël de (Présentateur)"
"5031379_001_004";"France 2";"2013-06-11T07:02:30+01:00";"59";"DUPLEX AEROPORT ROISSY/EMILIE TRAN NGUYEN/gréve controleurs aériens";"7h00 le journal : [émission du 11 juin 2013]";"7h00 le journal";"Télématin";"";"";"Rincquesen, Nathanaël de (Présentateur)|Tran Nguyen, Emilie (Journaliste)"
"5031379_001_005";"France 2";"2013-06-11T07:03:29+01:00";"28";"------illustr roissy ce matin";"7h00 le journal : [émission du 11 juin 2013]";"7h00 le journal";"Télématin";"";"";"Rincquesen, Nathanaël de (Présentateur)"
"5031379_001_006";"France 2";"2013-06-11T07:03:57+01:00";"23";"Brève : NEW OFF/GREVE SNCF de mercredi 19h à vendredi 8h";"7h00 le journal : [émission du 11 juin 2013]";"7h00 le journal";"Télématin";"";"";"Rincquesen, Nathanaël de (Présentateur)"
"5031379_001_007";"France 2";"2013-06-11T07:04:36+01:00";"48";"TEVA/RAPPEL BOITES FUROSÉMIDE";"7h00 le journal : [émission du 11 juin 2013]";"7h00 le journal";"Télématin";"";"";"Rincquesen, Nathanaël de (Présentateur)|Bechir, Sophie (Journaliste)"
"5031379_001_008";"France 2";"2013-06-11T07:05:24+01:00";"23";"Brève : STEPHANE RICHARD EN GARDE A VUE";"7h00 le journal : [émission du 11 juin 2013]";"7h00 le journal";"Télématin";"";"";"Rincquesen, Nathanaël de (Présentateur)"
"5031379_001_009";"France 2";"2013-06-11T07:06:00+01:00";"47";" DUPLEX INVALIDES/JEFF WITTENBERG (hommage pierre mauroy)";"7h00 le journal : [émission du 11 juin 2013]";"7h00 le journal";"Télématin";"";"";"Rincquesen, Nathanaël de (Présentateur)"
"5031379_001_010";"France 2";"2013-06-11T07:06:47+01:00";"20";"Brève : SANTé MANDELA/4 eme NUIT D'HOPITAL";"7h00 le journal : [émission du 11 juin 2013]";"7h00 le journal";"Télématin";"";"";"Rincquesen, Nathanaël de (Présentateur)"
"5031379_001_011";"France 2";"2013-06-11T07:07:07+01:00";"19";"Brève : TURQUIE/POLICE INTERVIENT SUR PLACE TAKSIM(istanbul)";"7h00 le journal : [émission du 11 juin 2013]";"7h00 le journal";"Télématin";"";"";"Rincquesen, Nathanaël de (Présentateur)"
"5031379_001_012";"France 2";"2013-06-11T07:07:26+01:00";"23";"Brève : INONDATIONS ALLEMAGNE";"7h00 le journal : [émission du 11 juin 2013]";"7h00 le journal";"Télématin";"";"";"Rincquesen, Nathanaël de (Présentateur)"
"5031379_001_013";"France 2";"2013-06-11T07:08:14+01:00";"14";"BANC TITRE ""le Parisien""L'ILE LONGUE faille sécurité sous marins nucléaires";"7h00 le journal : [émission du 11 juin 2013]";"7h00 le journal";"Télématin";"";"";"Rincquesen, Nathanaël de (Présentateur)"
"5031379_001_014";"France 2";"2013-06-11T07:08:28+01:00";"13";"Brève : DERNIER JOUR IMPOTS SUR INTERNET";"7h00 le journal : [émission du 11 juin 2013]";"7h00 le journal";"Télématin";"";"";"Rincquesen, Nathanaël de (Présentateur)"
"5031379_001_015";"France 2";"2013-06-11T07:08:56+01:00";"47";"1er APPLI CONTRE TAGS RACISTES/LICRA";"7h00 le journal : [émission du 11 juin 2013]";"7h00 le journal";"Télématin";"";"";"Rincquesen, Nathanaël de (Présentateur)|Tournon, Grégoire (Journaliste)"
"5031379_001_016";"France 2";"2013-06-11T07:09:43+01:00";"11";"Plateau lancement : EXPRESSIONS QUI AGACENT";"7h00 le journal : [émission du 11 juin 2013]";"7h00 le journal";"Télématin";"";"";""
"5031379_001_017";"France 2";"2013-06-11T07:09:54+01:00";"44";"EXPRESSIONS QUI AGACENT";"7h00 le journal : [émission du 11 juin 2013]";"7h00 le journal";"Télématin";"";"";"Rincquesen, Nathanaël de (Présentateur)|Ricottier, Simon (Journaliste)"
"5031374_001_014";"France 2";"2013-06-11T07:10:06+01:00";"59";"[Plateau : 7ème partie]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031379_001_018";"France 2";"2013-06-11T07:10:38+01:00";"1";"Fin";"7h00 le journal : [émission du 11 juin 2013]";"7h00 le journal";"Télématin";"";"";"Rincquesen, Nathanaël de (Présentateur)"
"5031374_001_015";"France 2";"2013-06-11T07:11:05+01:00";"289";"Nouveau";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_016";"France 2";"2013-06-11T07:15:54+01:00";"47";"[Plateau : 8ème partie]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_017";"France 2";"2013-06-11T07:16:41+01:00";"247";"Sans frontières";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_018";"France 2";"2013-06-11T07:20:48+01:00";"4";"[Plateau : 9ème partie]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_019";"France 2";"2013-06-11T07:20:52+01:00";"220";"Revue de presse";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_020";"France 2";"2013-06-11T07:24:32+01:00";"5";"[Plateau : 10ème partie]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_021";"France 2";"2013-06-11T07:24:37+01:00";"90";"Météo 2 : [émission du 11 juin 2013]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_022";"France 2";"2013-06-11T07:26:07+01:00";"12";"[Plateau : 11ème partie]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_055";"France 2";"2013-06-11T07:26:19+01:00";"254";"[Interprogrammes F2 de 7 heures : programme du 11 juin 2013]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031381_001_001";"France 2";"2013-06-11T07:26:19+01:00";"254";"Pub 2 07h30";"[Interprogrammes F2 de 7 heures : programme du 11 juin 2013]";"";"[Interprogrammes F2 de 7 heures]";"";"";""
"5031374_001_023";"France 2";"2013-06-11T07:30:33+01:00";"11";"[Plateau : 12ème partie]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_024";"France 2";"2013-06-11T07:30:44+01:00";"504";"7h30 le journal : [émission du 11 juin 2013]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031382_001_001";"France 2";"2013-06-11T07:30:53+01:00";"18";"Plateau lancement : DUPLEX AEROPORT ROISSY/EMILIE TRAN NGUYEN/gréve controleurs ";"7h30 le journal : [émission du 11 juin 2013]";"7h30 le journal";"Télématin";"";"";""
"5031382_001_002";"France 2";"2013-06-11T07:31:11+01:00";"62";"DUPLEX AEROPORT ROISSY/EMILIE TRAN NGUYEN/gréve controleurs aériens";"7h30 le journal : [émission du 11 juin 2013]";"7h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)|Tran Nguyen, Emilie (Journaliste)"
"5031382_001_003";"France 2";"2013-06-11T07:32:13+01:00";"28";"------illustr roissy";"7h30 le journal : [émission du 11 juin 2013]";"7h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)"
"5031382_001_004";"France 2";"2013-06-11T07:32:41+01:00";"23";"Brève : NEW OFF/GREVE SNCF de mercredi 19h à vendredi 8h";"7h30 le journal : [émission du 11 juin 2013]";"7h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)"
"5031382_001_005";"France 2";"2013-06-11T07:33:21+01:00";"47";"TEVA/RAPPEL BOITES FUROSÉMIDE";"7h30 le journal : [émission du 11 juin 2013]";"7h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)|Bechir, Sophie (Journaliste)"
"5031382_001_006";"France 2";"2013-06-11T07:34:08+01:00";"15";"Brève : ARRESTATION CASSEURS PSG";"7h30 le journal : [émission du 11 juin 2013]";"7h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)"
"5031382_001_007";"France 2";"2013-06-11T07:34:23+01:00";"21";"Brève : STEPHANE RICHARD EN GARDE A VUE";"7h30 le journal : [émission du 11 juin 2013]";"7h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)"
"5031382_001_008";"France 2";"2013-06-11T07:35:04+01:00";"49";"RATÉS TARIFS SOCIAUX ELECTRICITÉ";"7h30 le journal : [émission du 11 juin 2013]";"7h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)|Bellili, Lila (Journaliste)"
"5031382_001_009";"France 2";"2013-06-11T07:35:53+01:00";"19";"Brève : INONDATIONS ALLEMAGNE";"7h30 le journal : [émission du 11 juin 2013]";"7h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)"
"5031382_001_010";"France 2";"2013-06-11T07:36:12+01:00";"22";"Brève : TURQUIE/POLICE SUR PLACE TAKSIM";"7h30 le journal : [émission du 11 juin 2013]";"7h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)"
"5031382_001_011";"France 2";"2013-06-11T07:36:34+01:00";"18";"Brève : SANTé MANDELA/4 eme NUIT D'HOPITAL";"7h30 le journal : [émission du 11 juin 2013]";"7h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)"
"5031382_001_012";"France 2";"2013-06-11T07:37:11+01:00";"53";" DUPLEX INVALIDES/JEFF WITTENBERG (hommage pierre mauroy)";"7h30 le journal : [émission du 11 juin 2013]";"7h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)"
"5031382_001_013";"France 2";"2013-06-11T07:38:04+01:00";"10";"-----illustr Pierre Mauroy (portrait)";"7h30 le journal : [émission du 11 juin 2013]";"7h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)"
"5031382_001_014";"France 2";"2013-06-11T07:38:14+01:00";"23";"Plateau lancement : EXPRESSIONS QUI AGACENT";"7h30 le journal : [émission du 11 juin 2013]";"7h30 le journal";"Télématin";"";"";""
"5031382_001_015";"France 2";"2013-06-11T07:38:37+01:00";"51";"EXPRESSIONS QUI AGACENT";"7h30 le journal : [émission du 11 juin 2013]";"7h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)|Ricottier, Simon (Journaliste)"
"5031374_001_025";"France 2";"2013-06-11T07:39:08+01:00";"43";"[Plateau : 13ème partie]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031382_001_016";"France 2";"2013-06-11T07:39:28+01:00";"1";"Fin";"7h30 le journal : [émission du 11 juin 2013]";"7h30 le journal";"Télématin";"";"";"Gastrin, Sophie (Présentateur)"
"5031374_001_026";"France 2";"2013-06-11T07:39:51+01:00";"300";"Votre santé";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_027";"France 2";"2013-06-11T07:44:51+01:00";"11";"[Plateau : 14ème partie]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_054";"France 2";"2013-06-11T07:45:02+01:00";"261";"[Interprogrammes F2 de 7 heures : programme du 11 juin 2013]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031383_001_001";"France 2";"2013-06-11T07:45:02+01:00";"261";"Pub 2 07h50";"[Interprogrammes F2 de 7 heures : programme du 11 juin 2013]";"";"[Interprogrammes F2 de 7 heures]";"";"";""
"5031374_001_028";"France 2";"2013-06-11T07:49:23+01:00";"15";"[Plateau : 15ème partie]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_029";"France 2";"2013-06-11T07:49:38+01:00";"493";"Les 4 vérités : Jean Pierre Raffarin";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_030";"France 2";"2013-06-11T07:57:51+01:00";"106";"[Plateau : 16ème partie]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_031";"France 2";"2013-06-11T07:59:37+01:00";"79";"Météo 2 : [émission du 11 juin 2013]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031374_001_032";"France 2";"2013-06-11T08:00:56+01:00";"703";"8h00 le journal : [émission du 11 juin 2013]";"Télématin : [programme du 11 juin 2013]";"";"Télématin";"";"";""
"5031386_001_001";"France 2";"2013-06-11T08:01:04+01:00";"17";"Plateau lancement : CARBURANTS/PLAN HAUSSE DES TAXES";"8h00 le journal : [émission du 11 juin 2013]";"8h00 le journal";"Télématin";"";"";""
"5031386_001_002";"France 2";"2013-06-11T08:01:21+01:00";"61";"CARBURANTS/PLAN HAUSSE DES TAXES";"8h00 le journal : [émission du 11 juin 2013]";"8h00 le journal";"Télématin";"";"";"Rincquesen, Nathanaël de (Présentateur)|Bellili, Lila (Journaliste)"
"5031386_001_003";"France 2";"2013-06-11T08:02:22+01:00";"21";"Brève : MORTALITé ROUTES EN BAISSE - 29,5% (voir dls du 20h)";"8h00 le journal : [émission du 11 juin 2013]";"8h00 le journal";"Télématin";"";"";"Rincquesen, Nathanaël de (Présentateur)"
"5031386_001_004";"France 2";"2013-06-11T08:02:59+01:00";"60";"DUPLEX AEROPORT ROISSY/EMILIE TRAN NGUYEN/gréve controleurs aériens";"8h00 le journal : [émission du 11 juin 2013]";"8h00 le journal";"Télématin";"";"";"Rincquesen, Nathanaël de (Présentateur)|Tran Nguyen, Emilie (Journaliste)"
"5031386_001_005";"France 2";"2013-06-11T08:03:59+01:00";"28";"------illustr roissy";"8h00 le journal : [émission du 11 juin 2013]";"8h00 le journal";"Télématin";"";"";"Rincquesen, Nathanaël de (Présentateur)"
